"Product page","Category","Etsy SKU","Inventory SKU","Quantity per Etsy unit","Reason"
"16mm Clear Bubble Acrylic Beads Color Core Round Beads Transparent Beads Beadable Pen Beads Jewelry Making Craft Supplies","acrylic","ACR-16MM-BBLE-MIX-8PK","ACR-16MM-BBLE-MIX-8PK","8","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-MIX-11PK","ACR-16MM-FRSTD-MIX-11PK","11","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gold Flake Acrylic Bead  16mm","spacers-accessories","ACR-16MM-GLDFLKE-MIX-18PC","ACR-16MM-GLDFLKE-MIX-18PC","18","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gold Flake Acrylic Bead  16mm","spacers-accessories","ACR-16MM-GLDFLKE-MIX-30PC","ACR-16MM-GLDFLKE-MIX-30PC","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gold Flake Acrylic Bead  16mm","spacers-accessories","ACR-16MM-GLDFLKE-MIX-6PC","ACR-16MM-GLDFLKE-MIX-6PC","6","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Bead","mixes-bundles-kits","ACR-16MM-METAL-MIX-10PK","ACR-16MM-METAL-MIX-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Acrylic Bead","mixes-bundles-kits","ACR-16MM-SHIM-MIX-10PK","ACR-16MM-SHIM-MIX-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Bead","mixes-bundles-kits","ACR-16MM-UVAB-MIX-1PK","ACR-16MM-UVAB-MIX-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"18mm Marbled Pumpkin XL Hole Bead","acrylic","ACR-18MM-MRBLMIX-PMKN-7PK","ACR-18MM-MRBLMIX-PMKN-7PK","7","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bandana Acrylic Bead","mixes-bundles-kits","ACR-20MM-BNDNA-MIX-10PK","ACR-20MM-BNDNA-MIX-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bandana Acrylic Bead","mixes-bundles-kits","ACR-20MM-BNDNA-MIX-20PK","ACR-20MM-BNDNA-MIX-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bandana Acrylic Bead","mixes-bundles-kits","ACR-20MM-BNDNA-MIX-5PK","ACR-20MM-BNDNA-MIX-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-BLK-10PK","ACR-20MM-GLTTR-BLK-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-DKBLU-10PK","ACR-20MM-GLTTR-DKBLU-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-DKPNK-10PK","ACR-20MM-GLTTR-DKPNK-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-GLD-10PK","ACR-20MM-GLTTR-GLD-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-GRN-10PK","ACR-20MM-GLTTR-GRN-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-GRY-10PK","ACR-20MM-GLTTR-GRY-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-IVRY-10PK","ACR-20MM-GLTTR-IVRY-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-LTBLU-10PK","ACR-20MM-GLTTR-LTBLU-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-LTPNK-10PK","ACR-20MM-GLTTR-LTPNK-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-LTPUR-10PK","ACR-20MM-GLTTR-LTPUR-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-MIX-14PK","ACR-20MM-GLTTR-MIX-14PK","14","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-PUR-10PK","ACR-20MM-GLTTR-PUR-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-RED-10PK","ACR-20MM-GLTTR-RED-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-SLV-10PK","ACR-20MM-GLTTR-SLV-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-WHT-10PK","ACR-20MM-GLTTR-WHT-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-GLTTR-YEL-10PK","ACR-20MM-GLTTR-YEL-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bead","mixes-bundles-kits","ACR-20MM-METAL-MIX-10PK","ACR-20MM-METAL-MIX-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-SHIM-MIX-10PK","ACR-20MM-SHIM-MIX-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLK-GF-16-10PK","ACR-BLK-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLK-GF-16-20PK","ACR-BLK-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLK-GF-16-5PK","ACR-BLK-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLU-GF-16-10PK","ACR-BLU-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLU-GF-16-20PK","ACR-BLU-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-BLU-GF-16-5PK","ACR-BLU-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Bubblegum Bead","mixes-bundles-kits","ACR-CHRIS-BELLS-16-20PK","ACR-CHRIS-BELLS-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Printed Bead","mixes-bundles-kits","ACR-CHRIS-MIX-16-20PK","ACR-CHRIS-MIX-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-GRN-GF-16-10PK","ACR-GRN-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-GRN-GF-16-20PK","ACR-GRN-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-GRN-GF-16-5PK","ACR-GRN-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PNK-GF-16-10PK","ACR-PNK-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PNK-GF-16-20PK","ACR-PNK-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PNK-GF-16-5PK","ACR-PNK-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pa tel Acrylic Bead  16mm","spacers-accessories","ACR-PSTL-MIX-10PC","ACR-PSTL-MIX-10PC","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pa tel Acrylic Bead  16mm","spacers-accessories","ACR-PSTL-MIX-30PC","ACR-PSTL-MIX-30PC","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pa tel Acrylic Bead  16mm","spacers-accessories","ACR-PSTL-MIX-50PC","ACR-PSTL-MIX-50PC","50","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PUR-GF-16-10PK","ACR-PUR-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PUR-GF-16-20PK","ACR-PUR-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-PUR-GF-16-5PK","ACR-PUR-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-RED-GF-16-10PK","ACR-RED-GF-16-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-RED-GF-16-20PK","ACR-RED-GF-16-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-RED-GF-16-5PK","ACR-RED-GF-16-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-STFTBLL-20MM-10PK","ACR-STFTBLL-20MM-10PK","10","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-STFTBLL-20MM-20PK","ACR-STFTBLL-20MM-20PK","20","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-STFTBLL-20MM-5PK","ACR-STFTBLL-20MM-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mixed  ilicone Bead  Bundle","mixes-bundles-kits","BEAD-BNDL-CAMO-30PK","BEAD-BNDL-CAMO-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mixed  ilicone Bead  Bundle","mixes-bundles-kits","BEAD-BNDL-CLRFLLPRD-30PK","BEAD-BNDL-CLRFLLPRD-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tma   ilicone Bead Bundle","focal-beads","BEAD-BNDL-CZYCHRSTMS-30PK","BEAD-BNDL-CZYCHRSTMS-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Patriotic  ilicone Bead Bundle","focal-beads","BEAD-BNDL-MRCNFLG-30PK","BEAD-BNDL-MRCNFLG-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mermaid  ilicone Bead Bundle","focal-beads","BEAD-BNDL-PNK-MERMD","BEAD-BNDL-PNK-MERMD","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pink Terrazzo  ilicone Bead Bundle","mixes-bundles-kits","BEAD-BNDL-PNKTRZZO-30PK","BEAD-BNDL-PNKTRZZO-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower  ilicone Bead Bundle","mixes-bundles-kits","BEAD-BNDL-RTROFLWR-30PK","BEAD-BNDL-RTROFLWR-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mixed Bundle Bead","focal-beads","BEAD-BNDL-WSTRN-30PK","BEAD-BNDL-WSTRN-30PK","30","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Green Chri tma   ilicone Bead Bundle","rhinestone-beads","BEAD-BNDL-XMAS-GRN","BEAD-BNDL-XMAS-GRN","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mixed Bundle Bead","focal-beads","BEAD-BNDL-XMAS-RED","BEAD-BNDL-XMAS-RED","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-BLK-1PK","BLK-BAR-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-BLU-1PK","BLK-BAR-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-DKPNK-1PK","BLK-BAR-DKPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-HTPNK-1PK","BLK-BAR-HTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-MTGRN-1PK","BLK-BAR-MTGRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-PNK-1PK","BLK-BAR-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-PUR-1PK","BLK-BAR-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-RSGLD-1PK","BLK-BAR-RSGLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bar","beadable-products","BLK-BAR-WHT-1PK","BLK-BAR-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-BLK-1PK","BLK-BDR-KYCHN-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-BLU-1PK","BLK-BDR-KYCHN-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-GRN-1PK","BLK-BDR-KYCHN-GRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-GRY-1PK","BLK-BDR-KYCHN-GRY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-HTPNK-1PK","BLK-BDR-KYCHN-HTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-LMGRN-1PK","BLK-BDR-KYCHN-LMGRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-LTPNK-1PK","BLK-BDR-KYCHN-LTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-ORG-1PK","BLK-BDR-KYCHN-ORG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-PNK-1PK","BLK-BDR-KYCHN-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-PUR-1PK","BLK-BDR-KYCHN-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-RED-1PK","BLK-BDR-KYCHN-RED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Blank","beadable-products","BLK-BDR-KYCHN-WHT-1PK","BLK-BDR-KYCHN-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-BLK-1PK","BLK-BDR-PEN-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-BLU-1PK","BLK-BDR-PEN-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-GRN-1PK","BLK-BDR-PEN-GRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-GRY-1PK","BLK-BDR-PEN-GRY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-ORG-1PK","BLK-BDR-PEN-ORG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-PNK-1PK","BLK-BDR-PEN-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-PUR-1PK","BLK-BDR-PEN-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-RED-1PK","BLK-BDR-PEN-RED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Badge Reel Pen","beadable-products","BLK-BDR-PEN-WHT-1PK","BLK-BDR-PEN-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-BLK-1PK","BLK-BDRL-360-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-DKBLU-1PK","BLK-BDRL-360-DKBLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-HTPNK-1PK","BLK-BDRL-360-HTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-LTBLU-1PK","BLK-BDRL-360-LTBLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-MNTGRN-1PK","BLK-BDRL-360-MNTGRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-PNK-1PK","BLK-BDRL-360-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-PUR-1PK","BLK-BDRL-360-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-TEA-1PK","BLK-BDRL-360-TEA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-360-WHT-1PK","BLK-BDRL-360-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-BLK-1PK","BLK-BDRL-CLIP-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-BLU-1PK","BLK-BDRL-CLIP-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-DKTEAL-1PK","BLK-BDRL-CLIP-DKTEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-GRY-1PK","BLK-BDRL-CLIP-GRY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTPNK-1PK","BLK-BDRL-CLIP-LTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTPUR-1PK","BLK-BDRL-CLIP-LTPUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTRED-1PK","BLK-BDRL-CLIP-LTRED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTYEL-1PK","BLK-BDRL-CLIP-LTYEL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-PNK-1PK","BLK-BDRL-CLIP-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-PUR-1PK","BLK-BDRL-CLIP-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-RED-1PK","BLK-BDRL-CLIP-RED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-WHT-1PK","BLK-BDRL-CLIP-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-YEL-1PK","BLK-BDRL-CLIP-YEL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-BLK-1PK","BLK-BKMRK-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-BLU-1PK","BLK-BKMRK-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-GLD-1PK","BLK-BKMRK-GLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-PNK-1PK","BLK-BKMRK-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-PUR-1PK","BLK-BKMRK-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-RED-1PK","BLK-BKMRK-RED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-RSGLD-1PK","BLK-BKMRK-RSGLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-SLV-1PK","BLK-BKMRK-SLV-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Beadable Bookmark","beadable-products","BLK-BKMRK-WHT-1PK","BLK-BKMRK-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bottle Opener","beadable-products","BLK-BOTTLE-1PK","BLK-BOTTLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Box Cutter","beadable-products","BLK-BXCTTR-BLK-1PK","BLK-BXCTTR-BLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Box Cutter","beadable-products","BLK-BXCTTR-GREY-1PK","BLK-BXCTTR-GREY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
